MOFname,CO2_working_capacity [mL/g]
mof_unit_227,55.933382000248
mof_unit_228,160.49517859711156
mof_unit_229,163.7783860609741
mof_unit_230,61.8153895598211
mof_unit_231,52.28733628380515
mof_unit_232,141.15745145413246
mof_unit_233,257.6207719346552
mof_unit_234,74.09081182477891
mof_unit_235,120.83718869725064
mof_unit_236,91.90422212320544
mof_unit_237,96.55657447646792
mof_unit_238,84.06308609155626
mof_unit_239,135.4416759784303
mof_unit_240,59.34799039634616
mof_unit_241,119.69634467378268
mof_unit_242,56.73895555465742
mof_unit_246,159.883900139739
mof_unit_247,214.3368756572116
mof_unit_248,199.1126910147097
mof_unit_249,141.11238555651894
mof_unit_250,59.57447542024978
mof_unit_251,60.09479669965522
mof_unit_252,88.07741758666458
mof_unit_253,179.7952682871388
mof_unit_255,45.342070678340406
mof_unit_256,236.3788868100956
mof_unit_257,80.72474306065014
mof_unit_262,155.5699547099477
mof_unit_263,170.86396673226838
mof_unit_264,106.0738977768616
mof_unit_265,58.6459198375545
mof_unit_268,214.1064287961552
mof_unit_269,165.53050854181458
mof_unit_271,84.13390393066318
mof_unit_272,77.93527955195945
mof_unit_274,83.27170912027782
mof_unit_275,114.54331515033094
mof_unit_276,70.16446612977309
mof_unit_277,227.2123511742756
mof_unit_278,108.15518289448332
mof_unit_279,86.4948287206557
mof_unit_280,45.98685967496403
mof_unit_281,125.35401320457665
mof_unit_282,140.66535826444093
mof_unit_283,110.35070098334512
mof_unit_284,369.7704771384826
mof_unit_285,228.7223063591493
mof_unit_286,73.47243507584082
mof_unit_288,130.04301255150287
mof_unit_289,73.16176101243946
mof_unit_290,71.57636584511405
mof_unit_291,179.05077305550228
mof_unit_292,81.93987153073374
mof_unit_293,243.0667980771741
mof_unit_296,110.06693439727344
mof_unit_298,93.54293701554607
mof_unit_299,57.294107985698176
mof_unit_300,56.65658235718808
mof_unit_301,57.95375387164493
mof_unit_302,237.0121204483567
mof_unit_307,82.72613112902306
mof_unit_308,238.34181204277644
mof_unit_309,204.44846027683587
mof_unit_310,61.8419668840547
mof_unit_311,86.9831251497424
mof_unit_312,86.48607966360987
mof_unit_313,56.197504477103536
mof_unit_314,79.2377335159534
mof_unit_316,191.5577977173527
mof_unit_317,103.38232466115556
mof_unit_318,150.54584997051106
mof_unit_322,84.24516552403858
mof_unit_323,331.82069935768504
mof_unit_326,268.2802598709011
mof_unit_327,71.19206764128921
mof_unit_328,116.42568302757084
mof_unit_329,64.7790088266884
mof_unit_330,69.51868667386127
mof_unit_331,66.49283354838488
mof_unit_332,89.82987022060114
mof_unit_333,218.26470704114976
mof_unit_334,179.29376573420933
mof_unit_335,56.830903191912746
mof_unit_336,93.42688820227764
mof_unit_337,125.55557166972704
mof_unit_338,66.19949252252718
mof_unit_339,47.69358610509498
mof_unit_340,68.98251804584449
mof_unit_341,100.10340918754189
mof_unit_342,55.211997485336255
mof_unit_343,82.02125426891484
mof_unit_344,68.28672039587818
mof_unit_345,72.58069156335726
mof_unit_347,42.10673541340794
mof_unit_348,71.65906919567945
mof_unit_349,99.82459489791124
mof_unit_350,250.55219414780845
mof_unit_351,65.86075544595992
mof_unit_353,62.4354170742395
mof_unit_355,124.81602873453151
mof_unit_356,66.64784042698948
mof_unit_357,64.3552573278833
mof_unit_358,63.144585924596655
mof_unit_359,180.39713738127335
mof_unit_360,89.23724541315653
mof_unit_361,103.26099339835
mof_unit_362,67.40290055770026
mof_unit_364,67.66207073811478
mof_unit_366,255.87574774538015
mof_unit_370,127.48118960255204
mof_unit_372,113.59990267831247
mof_unit_373,256.093978941882
mof_unit_374,78.62662013512886
mof_unit_375,174.87681253844434
mof_unit_376,169.7530015639947
mof_unit_377,103.1730075982475
mof_unit_379,67.4686010238181
mof_unit_380,228.77314993594388
mof_unit_381,76.04482292386587
mof_unit_382,72.94749165309042
mof_unit_383,143.94262297257418
mof_unit_385,99.08884872332052
mof_unit_386,66.17671195889838
mof_unit_387,64.08288102362602
mof_unit_389,74.34024248885936
mof_unit_390,83.72533947427722
mof_unit_391,237.3404577023978
mof_unit_392,201.0807336203796
mof_unit_393,160.1348164927518
mof_unit_394,45.76301587582893
mof_unit_395,85.9896944836695
mof_unit_396,55.9186901874729
mof_unit_397,141.94536181790215
mof_unit_399,244.99175570380703
mof_unit_400,64.249278184045
mof_unit_401,198.5880777450554
mof_unit_402,188.7543027020791
mof_unit_403,248.1557778999885
mof_unit_404,122.0729517358386
mof_unit_405,81.02881406213011
mof_unit_406,59.84520095902675
mof_unit_407,51.98854773186232
mof_unit_408,68.17793495072328
mof_unit_410,104.17898408197104
mof_unit_411,29.799288298131437
mof_unit_412,125.66732849274652
mof_unit_413,70.54958971633809
mof_unit_414,47.70893822406222
mof_unit_415,78.17777700102245
mof_unit_416,103.6946494900372
mof_unit_417,115.59039569451514
mof_unit_418,236.32474170234016
mof_unit_420,103.3902483354612
mof_unit_421,115.42020177349136
mof_unit_422,231.6007461272306
mof_unit_423,44.06008620630279
mof_unit_424,91.6034526526862
mof_unit_425,60.33944014384266
mof_unit_426,88.99144643313282
mof_unit_427,292.6379648396161
mof_unit_428,110.26948332171206
mof_unit_429,220.1695253289224
mof_unit_431,95.62752366412852
mof_unit_432,81.88589149952635
mof_unit_433,39.35325859218885
mof_unit_434,189.71075622139224
mof_unit_435,119.90929342074747
mof_unit_436,150.22180470671887
mof_unit_438,133.4366562260006
mof_unit_439,115.98195726645348
mof_unit_440,141.5047725111975
mof_unit_441,133.90349270384277
mof_unit_442,140.6069211664367
mof_unit_443,128.0582972144814
mof_unit_444,74.11920499104086
mof_unit_445,85.33252474594327
mof_unit_446,85.43751343049334
mof_unit_448,110.22672849577108
mof_unit_449,303.8590431922761
mof_unit_450,259.39567497912446
mof_unit_451,98.45478970231916
mof_unit_452,265.7403921028389
mof_unit_454,71.2990372444157
mof_unit_455,116.0398991348137
mof_unit_457,313.67845657557325
mof_unit_459,70.1316158967142
mof_unit_461,92.60134038555604
mof_unit_462,146.85209713168612
mof_unit_463,77.9587204217804
mof_unit_464,117.51584855079211
mof_unit_465,51.625544402733965
mof_unit_466,135.2944276975833
mof_unit_467,165.57276813811148
mof_unit_468,73.51386928939752
mof_unit_469,103.22698762945484
mof_unit_470,98.58371448633427
mof_unit_471,57.62046432116283
mof_unit_472,166.6513783029704
mof_unit_473,171.54292657433516
mof_unit_475,101.11730934557112
mof_unit_476,54.95150669253748
mof_unit_479,136.94007580494142
mof_unit_480,72.3629555964995
mof_unit_481,278.8088421045555
mof_unit_482,99.04295744296688
mof_unit_484,81.32644707823668
mof_unit_485,69.455627432512
mof_unit_487,84.96192789560531
mof_unit_488,71.69257973493049
mof_unit_489,162.83629420133997
mof_unit_490,80.79126890950815
mof_unit_492,153.67421563231696
mof_unit_493,95.73994079334015
mof_unit_495,74.15403614267619
mof_unit_496,568.007106912772
mof_unit_497,125.8497380783249
mof_unit_498,199.2917990693273
mof_unit_499,83.1979199033063
mof_unit_501,102.52277107553871
mof_unit_502,214.7097835792221
mof_unit_504,118.4828669691795
mof_unit_505,43.339196921035175
mof_unit_506,258.9772059298565
mof_unit_508,201.0792479314473
mof_unit_511,300.4203336201648
mof_unit_512,86.16896761483518
mof_unit_513,203.94200542746535
mof_unit_515,201.1291010489537
mof_unit_516,75.17321875024255
mof_unit_517,70.22570952909398
mof_unit_518,88.12644532143088
mof_unit_519,96.5892596329788
mof_unit_520,109.80083100184147
mof_unit_521,72.8585153936997
mof_unit_522,68.8626724719713
mof_unit_523,134.81042325874554
mof_unit_524,225.01089032968463
mof_unit_525,212.65639639821825
mof_unit_526,386.8326240668032
mof_unit_527,64.24663695927646
mof_unit_528,45.48354128000616
mof_unit_531,158.0622804321759
mof_unit_532,86.76109719263573
mof_unit_533,75.01557064686936
mof_unit_534,94.26861352070672
mof_unit_535,81.26140691831098
mof_unit_536,183.93786426007009
mof_unit_537,127.7316107259207
mof_unit_538,165.24410073097437
mof_unit_539,66.62274879168821
mof_unit_542,46.81240749168565
mof_unit_545,91.86575928751336
mof_unit_546,52.08627304829886
mof_unit_547,132.13568795093894
mof_unit_548,155.81360769484698
mof_unit_549,252.0028868519377
mof_unit_550,55.5178843288446
mof_unit_551,345.1504655349405
mof_unit_552,68.53235429935383
mof_unit_553,87.71837609468906
mof_unit_554,71.16516016395956
mof_unit_555,148.70062431657894
mof_unit_556,178.58113027634346
mof_unit_557,97.62808634976128
mof_unit_558,60.59431833400829
mof_unit_559,99.17980590128764
mof_unit_560,52.464133266750345
mof_unit_562,201.68672962821503
mof_unit_563,91.6065891070988
mof_unit_564,309.9809069761436
mof_unit_565,151.2888595132153
mof_unit_566,56.32345788325405
mof_unit_568,86.22624917700321
mof_unit_570,59.583719706939725
mof_unit_571,193.05041986468265
mof_unit_572,79.50136076316481
mof_unit_573,273.05774024757386
mof_unit_574,390.5465162444884
mof_unit_575,91.66155959759442
mof_unit_576,65.689901218744
mof_unit_577,39.69711304174516
mof_unit_578,347.8172771684415
mof_unit_579,85.53441336418973
mof_unit_580,166.17199600747756
mof_unit_581,81.96512824258302
mof_unit_582,238.85404457132813
mof_unit_584,157.41782158864837
mof_unit_586,125.74772077163944
mof_unit_589,91.63135058930403
mof_unit_590,150.00109736199647
mof_unit_591,275.1137686533464
mof_unit_592,99.79223989449645
mof_unit_593,64.2354117540101
mof_unit_596,53.91482597087945
mof_unit_597,130.17457856028653
mof_unit_598,50.10865600284292
mof_unit_599,126.17526903104935
mof_unit_600,78.30488594300921
mof_unit_601,149.1570609718949
mof_unit_602,181.94060310539805
mof_unit_603,285.814525726601
mof_unit_604,98.52610277107016
mof_unit_605,53.29925552325798
mof_unit_606,153.9041672637294
mof_unit_607,130.57158765831
mof_unit_608,93.1817495284461
mof_unit_610,56.21500259119522
mof_unit_611,88.97691969690577
mof_unit_612,51.5192351057996
mof_unit_613,93.21740606282162
mof_unit_615,49.7610047926818
mof_unit_617,80.95502484515858
mof_unit_618,176.19676461652995
mof_unit_619,93.81151655919857
mof_unit_620,134.12997772774642
mof_unit_621,66.51082689212066
mof_unit_622,65.66233343522221
mof_unit_623,59.578602333950656
mof_unit_625,182.5885285564343
mof_unit_627,67.85025800287434
mof_unit_628,136.65878536709027
mof_unit_629,82.65267206514766
mof_unit_630,164.72410960466505
mof_unit_634,93.06636102136986
mof_unit_638,55.66298661456711
mof_unit_639,131.90540616643054
mof_unit_640,146.16174700780496
mof_unit_641,71.80136518008537
mof_unit_642,82.91464854687875
mof_unit_644,61.909318115652844
mof_unit_645,178.1517661749051
mof_unit_646,50.525639363178605
mof_unit_647,106.64192617864909
mof_unit_648,214.1825290847992
mof_unit_649,69.04244083278111
mof_unit_651,159.81110138205577
mof_unit_652,189.6960644086172
mof_unit_653,96.837534761223
mof_unit_654,89.4102456354969
mof_unit_655,214.92933538810823
mof_unit_656,49.038134588837785
mof_unit_657,76.88737362503507
mof_unit_658,57.30533319096455
mof_unit_659,90.513782359109
mof_unit_660,52.0793398332814
mof_unit_661,158.67355888954847
mof_unit_663,49.84403829634326
mof_unit_664,73.37570021869249
mof_unit_665,78.21789060219487
mof_unit_666,77.08067826278369
mof_unit_667,156.96683245941747
mof_unit_669,70.91622472952321
mof_unit_670,64.04771971889461
mof_unit_671,57.34214526117629
mof_unit_674,100.4381844269563
mof_unit_675,57.0611849764212
mof_unit_676,383.78068884673735
mof_unit_678,139.11429901910674
mof_unit_679,198.84922884404625
mof_unit_680,94.19416399754309
mof_unit_681,53.7277942419561
mof_unit_682,161.1918016298181
mof_unit_683,159.08278365212652
mof_unit_684,87.8730528201976
mof_unit_686,215.87670969727955
mof_unit_687,104.6336048952587
mof_unit_688,75.65095028025502
mof_unit_689,99.92083452541549
mof_unit_690,212.07318095401155
mof_unit_691,133.72702587399365
mof_unit_693,63.00344547602696
mof_unit_695,155.26769955049613
mof_unit_696,157.10351584119024
mof_unit_698,121.56847780504448
mof_unit_701,78.41003970410733
mof_unit_702,80.63263034684675
mof_unit_703,97.69213605039872
mof_unit_704,98.35640407969044
mof_unit_705,84.95681052261621
mof_unit_706,69.30936961095325
mof_unit_707,114.93322595678892
mof_unit_708,228.51761143958612
mof_unit_709,175.56039452385613
mof_unit_710,85.61827225059136
mof_unit_711,136.69064514086097
mof_unit_712,126.70532982678888
mof_unit_713,411.8098613202925
mof_unit_714,297.11302498028925
mof_unit_715,90.39954938786896
mof_unit_718,77.5750825241477
mof_unit_719,311.5057190503403
mof_unit_720,113.84421596940388
mof_unit_722,241.66166650030263
mof_unit_724,123.85165154091268
mof_unit_725,71.2684980830293
mof_unit_726,92.2626033089888
mof_unit_727,82.82847858880464
mof_unit_728,120.8664072462528
mof_unit_729,198.19304956560825
mof_unit_731,100.760083695624
mof_unit_732,96.81458912104618
mof_unit_733,92.11205349718117
mof_unit_736,65.57137625725505
mof_unit_737,134.32691404955185
mof_unit_738,61.29952534721262
mof_unit_739,49.98600412765313
mof_unit_740,254.10596207389997
mof_unit_741,101.51910566348762
mof_unit_742,355.5961793414815
mof_unit_744,140.61220361597378
mof_unit_745,98.67335105191714
mof_unit_746,246.76434767660385
mof_unit_750,263.5544484537632
mof_unit_752,89.19795719472427
mof_unit_753,215.6548468167208
mof_unit_754,125.13165509437388
mof_unit_755,68.46071107750676
mof_unit_756,413.8308934978815
mof_unit_757,190.6799206349041
mof_unit_758,133.5693777706205
mof_unit_759,266.1000939010066
mof_unit_760,63.98400017135321
mof_unit_762,106.41610146093755
mof_unit_763,174.65230843311713
mof_unit_764,214.7876997098945
mof_unit_769,56.80564648006344
mof_unit_770,76.96578498535155
mof_unit_771,56.59137712071438
mof_unit_772,113.47791110931485
mof_unit_773,97.82023545167368
mof_unit_774,86.62111227990226
mof_unit_775,189.7708440848769
mof_unit_776,82.16602640154126
mof_unit_778,136.4600332032565
mof_unit_779,80.85779475836611
mof_unit_780,61.26221804735676
mof_unit_781,78.87621587575731
mof_unit_782,54.73261518984344
mof_unit_784,64.97462453610954
mof_unit_785,116.07357475061278
mof_unit_787,59.785443248638174
mof_unit_788,66.24819010419742
mof_unit_789,102.20730979224442
mof_unit_791,106.38275599823456
mof_unit_793,155.08330904634138
mof_unit_794,251.88040005329583
mof_unit_795,89.93221768038269
mof_unit_796,84.94409962841756
mof_unit_797,79.8481865905858
mof_unit_798,224.09653133012029
mof_unit_799,64.91965404561401
mof_unit_800,135.56465800671614
mof_unit_802,95.32196697371629
mof_unit_803,74.04227931965667
mof_unit_804,118.08041034507086
mof_unit_805,279.134868286924
mof_unit_806,159.58890834840096
mof_unit_808,77.93610493469966
mof_unit_809,83.31446394621881
mof_unit_811,187.2672931573824
mof_unit_812,120.47963289420744
mof_unit_813,115.71882524888616
mof_unit_815,159.81225691789194
mof_unit_817,161.61010560253808
mof_unit_819,50.98455216671515
mof_unit_820,91.12473066338548
mof_unit_821,114.97763154821024
mof_unit_822,80.98523385344893
mof_unit_823,123.1791296842192
mof_unit_825,151.70336672533043
mof_unit_826,190.01053523262328
mof_unit_827,252.50174818009856
mof_unit_828,244.68900531471127
mof_unit_830,232.51378451441064
mof_unit_831,53.74133051889496
mof_unit_832,48.40655171605693
mof_unit_833,153.57583000968833
mof_unit_834,72.70928619427634
mof_unit_837,112.60729739497972
mof_unit_838,93.0128762198066
mof_unit_839,158.85613355167484
mof_unit_840,100.16234151519032
mof_unit_841,59.481042094062126
mof_unit_842,94.6654575421822
mof_unit_844,111.46661844805983
mof_unit_845,102.45426430810434
mof_unit_846,248.00621854746905
mof_unit_847,226.4764399231369
mof_unit_849,188.036219718128
mof_unit_850,64.51736249805337
mof_unit_851,67.10196601063299
mof_unit_852,130.4494310127643
mof_unit_854,64.18473325376343
mof_unit_855,71.65824381293926
mof_unit_856,80.3113913843712
mof_unit_857,60.95616612730039
mof_unit_858,74.72982314222126
mof_unit_859,267.8682288070064
mof_unit_861,149.4867188383203
mof_unit_862,142.36333563752603
mof_unit_863,118.21692865029556
mof_unit_864,67.25416658792099
mof_unit_866,282.2860145123588
mof_unit_868,62.01892894354791
mof_unit_869,54.75110376322333
mof_unit_870,170.0484885849769
mof_unit_871,138.02330811314525
mof_unit_875,101.39348241043324
mof_unit_877,136.91547939928424
mof_unit_878,85.89312470306915
mof_unit_879,273.3760078321849
mof_unit_880,83.13898757565792
mof_unit_881,178.79358379366414
mof_unit_882,282.0091811413046
mof_unit_883,72.34463209966762
mof_unit_886,112.67299786109756
mof_unit_887,84.81963191119938
mof_unit_889,86.25827402732197
mof_unit_890,88.62448126685162
mof_unit_891,95.5476266148797
mof_unit_892,60.10387590979713
mof_unit_893,64.46866491638315
mof_unit_894,99.93007881210544
mof_unit_895,69.31349652465411
mof_unit_897,67.27496623297337
mof_unit_898,73.96023627528342
mof_unit_899,95.66185958611972
mof_unit_900,265.4932725104309
mof_unit_901,92.90821768835258
mof_unit_905,94.16494544854088
mof_unit_906,100.69718953082275
mof_unit_907,246.1512533772029
mof_unit_908,75.23462722611144
mof_unit_909,77.3867301828401
mof_unit_910,72.0359389548427
mof_unit_911,97.69395189242712
mof_unit_912,83.09408675459248
mof_unit_914,147.28195646276856
mof_unit_915,99.16197763409988
mof_unit_916,174.6691462410167
mof_unit_917,211.1211845014953
mof_unit_918,78.65484822484281
mof_unit_919,178.00616865953853
mof_unit_920,124.3853440207089
mof_unit_921,397.553190325822
mof_unit_922,69.19810801757785
mof_unit_923,53.722511792419006
mof_unit_924,195.29248954009012
mof_unit_925,362.1010207167897
mof_unit_926,119.3734549458268
mof_unit_927,60.76302656609976
mof_unit_928,245.8433856151181
mof_unit_929,181.34830845104943
mof_unit_930,197.71878464310453
mof_unit_931,257.1927284456011
mof_unit_932,68.96700085032924
mof_unit_934,80.82213822399062
mof_unit_935,351.7099472476482
mof_unit_936,121.78819469047863
mof_unit_938,139.7703132209967
mof_unit_939,210.0542947715469
mof_unit_940,78.90857087917219
mof_unit_942,75.07862988821864
mof_unit_943,94.89029180060544
mof_unit_944,101.14190575122832
mof_unit_945,211.2780072221283
mof_unit_946,57.70069152350769
mof_unit_947,252.1136532156689
mof_unit_948,92.46696807545578
mof_unit_950,58.82700881074861
mof_unit_951,110.07106131097432
mof_unit_952,87.14341447788416
mof_unit_953,59.23788433880699
mof_unit_954,82.5821843791368
mof_unit_955,68.96006763531179
mof_unit_956,54.016843277564895
mof_unit_957,191.98633643605083
mof_unit_958,139.6370964467327
mof_unit_959,71.94976899676858
mof_unit_960,73.58716327672495
mof_unit_961,143.0625998950011
mof_unit_962,449.9549246574152
mof_unit_963,237.34739091741525
mof_unit_964,137.40806781861986
mof_unit_965,105.8256226486174
mof_unit_966,135.25761562737156
mof_unit_967,155.52455865923815
mof_unit_968,104.15702890108248
mof_unit_969,65.71829438500596
mof_unit_971,67.16568555817439
mof_unit_972,397.1568415339905
mof_unit_973,86.99616619703718
mof_unit_975,153.12566626319764
mof_unit_976,63.70502080517453
mof_unit_977,290.3313502339269
mof_unit_978,59.35261253969114
mof_unit_979,92.65284426854288
mof_unit_981,47.95127059657717
mof_unit_982,82.06846616165276
mof_unit_983,72.79991321914737
mof_unit_984,91.84561994865308
mof_unit_985,281.27937772244303
mof_unit_986,230.69051404136715
mof_unit_987,259.2774801707316
mof_unit_989,261.0317486466966
mof_unit_990,214.157602526046
mof_unit_991,243.0387350640083
mof_unit_992,88.04275151157728
mof_unit_994,348.561442246982
mof_unit_995,121.82599721997862
mof_unit_996,153.04758505597718
mof_unit_997,58.03001923683696
mof_unit_998,86.5129871409395
mof_unit_1003,166.29646372469577
mof_unit_1004,72.71143218940078
mof_unit_1005,65.85580314951889
mof_unit_1006,57.42006139184868
mof_unit_1008,123.2836231391252
mof_unit_1009,138.5173822214132
mof_unit_1010,224.87915924435288
mof_unit_1011,163.63047747393503
mof_unit_1012,354.67026498355483
mof_unit_1013,113.76563953253935
mof_unit_1014,222.29009866497643
mof_unit_1015,141.58615524937858
mof_unit_1016,56.95388522019863
mof_unit_1017,117.68307109395128
mof_unit_1018,185.5212785088191
mof_unit_1020,241.8503489947064
mof_unit_1021,297.896313200714
mof_unit_1022,110.29705110523383
mof_unit_1024,118.2865909535662
mof_unit_1025,73.68406321042134
mof_unit_1026,87.79167008201645
mof_unit_1027,64.03401836540772
mof_unit_1028,247.7419309940655
mof_unit_1029,89.02083005868298
mof_unit_1030,73.97707408318297
mof_unit_1031,54.66526395824528
mof_unit_1032,128.64976648608982
mof_unit_1033,373.86057876913895
mof_unit_1035,204.58365796967635
mof_unit_1036,320.5005750762041
mof_unit_1037,68.48629794245214
mof_unit_1039,70.06822650226884
mof_unit_1040,313.6872056326192
mof_unit_1041,124.71648757606656
mof_unit_1042,52.43309887571981
mof_unit_1043,54.96504296947633
mof_unit_1044,60.07449228424695
mof_unit_1046,196.9165126196557
mof_unit_1047,90.00270536639351
mof_unit_1048,88.09062371050737
mof_unit_1051,50.931892747892064
mof_unit_1052,185.91135439182517
mof_unit_1054,79.68410050183927
mof_unit_1055,92.05130532750437
mof_unit_1058,60.290742562172426
mof_unit_1060,101.3946379462695
mof_unit_1062,61.73252113270768
mof_unit_1063,84.42377834901214
mof_unit_1064,184.48624855264143
mof_unit_1065,50.91175340903183
mof_unit_1066,66.8205104962338
mof_unit_1067,235.57810047557916
mof_unit_1068,55.71680156922643
mof_unit_1069,56.73598417679279
mof_unit_1070,109.80297699696592
mof_unit_1072,117.02028875359188
mof_unit_1073,96.45158579191784
mof_unit_1074,188.2334861930296
mof_unit_1075,94.39225585518471
mof_unit_1076,212.40514989210936
mof_unit_1077,138.4868430600268
mof_unit_1082,50.033216020391066
mof_unit_1083,154.10704634126404
mof_unit_1084,68.29794560114453
mof_unit_1085,48.70781641622029
mof_unit_1086,83.34797448546989
mof_unit_1087,62.41379204644696
mof_unit_1088,48.78771346546911
mof_unit_1089,63.04256861791121
mof_unit_1091,114.64137061986357
mof_unit_1092,175.09157712743752
mof_unit_1093,78.76132259832518
